Account,Token Account,Quantity,Percentage
7iTLzwWp4cUq2CBXB2kPCxWw3qZ6NGQCP6QG7tZuCW8E,CBbE7SqcYgMJzCoU8Jf8ZmV3dbmjkBnkQYamDGcJuvtk,1001040.053304,0.10
F6SAQiFMrkChMycQVbU9ADavAWLjz768ya8Dd132spEQ,2CwNT7BerkrmCHf3qwMgvpnoYZY3UdxqNUUfweXNsuTm,1000970.821469,0.10
G3QYDNepboAqmoWgegTb9QVmCUpitjzmuEyLtPWLnpSh,F6JTZhauBnpS99H74QgRdeSgMpk3vmGRA7w1HJ7P9sXX,1000262.915805,0.10
niTxtxoQ2ewiAjGFK9zz9EmdbQG2YPLkv6BY3cKFBTw,GTzRTiZESxyunuxiKyDtLmzXEbWZDrSV31CPC34D3YDX,1000120.2,0.10
H8Q1ceSe8tAYuhqZ84f3HywbJCqRun3PYpTykjZKSuP1,5vm1nT7Vkx8twRDEEn64ifXBmnhKBu41jWX71YNQWw4M,1000005.75713,0.10
7o7objq2h4sAaJNwjnZyEmHUiaMwZPf2AuApnoLrRdXK,EJDYrrR5gb22nbRuWWYUbNzHEv45W5mUTQJJV5UeaR7p,1000002.056098,0.10
9JsscBWLSZ5q5HEMPnz2CQxbKB5edhCtKpntXCXyUixP,5FmEFQxeoxwBW6qeZD9fi9xsw8nwfCTMeBxdC3xizXcC,1000000.004455,0.10
8d47pZPDWGE8rZbpEjjcBfemHkDJbHpq3XieXEJSNuJA,BgQvFfXtoqs8aCyfBhpn5QBmuoXL3LVUYQXYoYMEcD4h,1000000,0.10
AzCqZQpr5H9vvoe4cxsLvKGbVwE8rwUbLeLceNKeX2Mz,DLnLAYUL9XeskXZaMNBhnNAVFFTSc1Wpbyv5kLQ4cuSS,999665.162396,0.10
24FvQFse8pDqb1mpdJKNai11mc4CpwVmcp5PEs2fePFE,B4nxVppm3pEV6gk9c2D9eSnrS2nDKTmgjBgraTWFWefM,991825.952343,0.10
5wsmk8Hd2opLvKuVcLbLpxvHQFeTtC565frE4A85U5E6,7XE5Ab1hFMzmtrKWaGEBtjn6LUQF63uMLVJHoKhZCbkR,976457.73916,0.10
Aefy7fF8R2hprBuL9MzdoNr61JSqkkcHBJKBTJgpq5hq,AaF3QoyoXAey1a9Fz8dSrNC2YYVnEHCKMzsXppLDcetm,974184.996303,0.10
BdHTbfZpar7yK8jS62cyQbJ8TvhVdc2nbhgcNkHnx3pT,FLjtMwaCMoyVg628iN5yaHvyUckTh6r1YsVvkGwc1Qa,964529.237597,0.10
D3j9VXvZZ9QT11E4MCw462gkJ2u8dTpyj3hAnEhsvzXH,5XEsaVT1qBjUuPtFdAPAcD62orGf4QpCoJu6eA76fYb2,963112.282227,0.10
CqSspK1Aewgj96dAWh886hcrCPtw7ThLteGc5cCYfnSB,H5hd1hnqdJHx57zvS3eCPhtXxUjtPUv75GnBGAfCyRi6,944755.392739,0.09
A7uHpPn812YMkxVU7eEcHq2bmHTLRxGd7DTY994uay7z,B5LRmLXkA6DWm62MpAcW63tTHUwe6xCVJ6rk6jknJtrq,937668.720674,0.09
6514wVUWx8qtiMcjKsQQf23opmeTwPoqPwGiX1cBZiN7,22qLwbSrEJFpqpgjiqLs9WMm4f9vVx9fkB46YL8sdtwY,937399.663925,0.09
Bd5bPBWkBA1AZwmWEoGpRmNJ7MB13CiHY1qhPs5ppgwq,8Tfi1HMo8dGS4yfE5yd9jzQf9GxP1raZqfCL5Hwf5fBV,930216.61454,0.09
8RhmfZ7Pn32CHtZcczP7PXpsPYjpwfHfhbXxjPM5HBxh,3dZVukZFtBNYqwsMewHCVXAMWcprKhuM8anGXHBHTZBH,923965.215366,0.09
WNH6zY4qXEoFBMpsfMYGYPW5gksBJgT9kU3bF6N1bA9,7UdXofhhSGPR7tJouD5d6VnzeRWfyEMcYJBT9VguCV9z,921589.580866,0.09
58LhzvNQ7s8Ek63XndnRTGGG4rctkFNKNcCwroAjNpux,BLXcj4hSoXPqMAvdSqtkUcFNBTvqM5EwMQufSSGQX22F,917576.927329,0.09
5tC9YKRrqtebXRRqgWcih4ve5iyPYCAGGQsve46LXgeM,NKRHoQ2G5fPZjdDx9Mu9T6NZpqdxhijBKQW6SwWXg6V,896111.629909,0.09
BXYn1rp1nyd81hUdiG41fer34QWjwHLAdCTWdzsf9aCB,5paDvi4Kw7H3iamatGPc6HongghwyVZZgDbTo5H9bEk3,894318.506235,0.09
2dfKA2kawi8SRF3eyVdCxGKWNs5W8tyVXPLJdbZrxFo7,6sSkDKvqnMfKQWRgFoitEyt3pBkEDLBbhxeVmqNi9vvP,877053.29806,0.09
6dUaYX9Z6aQPY66BgD4yzu1saifGAZLrhQqF9BugJxJ1,GHVx25n3aU3mNdjd85UwEUBDTvezbKWZeDfSGEivZ5yv,864890.896326,0.09
AA5V4roon47DWe9X5WVkamMmVQN5jzexLbdsdytJzD9Y,8DuYrSwu2x3dU1ujsv3UL3YpDCoYxKXh7JCxrzvzXjxf,851631.067398,0.09
HT7vX9dghkZ1dyjA9yMMFpV8vyGRjNdGxT7JSrpXnY5b,Bs3daxRWP9WKyPqzGWy3ngYn1mdWT7b5WVUgTYJogECb,850000.401473,0.09
DiQtjgkRuUXETZYjnNMhzTY48kZqczksV8m4f4yVhAbE,2AnTuyJDCjipWhjJfXqG6QZ1knCha11yUSuEwg7H3qmQ,844173.360022,0.08
GPaJJpr3rv7BmezuqpshGwLntuokrbS2xaxwUUHibTGV,GTsMeyqULxS1pu3kKZYec8hDB8mohmyMJXmaDiSfxB1T,843018.438352,0.08
H6WNuyfw3DpxK73WR2Eir1NvqQJqchhMtBfDHEURsM7e,91cgMEiRuC2QoM2G2zDewKy774Q4YiC34A7qnbYT6pW5,838025.223856,0.08
3NoWMafjac7qtSt4LQHRispawrQLQ79xcUCJMsmgKf4n,A2vLZVdhbcr8ptMyz3Mxqy5pEq2MRKCPXsvQCx3YZcDf,810000,0.08
HQMx8HBGZ1K23m2Xh4KaZhWrd8QAHwMvm8JmBJWRkdJA,Gr1z81eh9JyawrPfMtPEEHLsnrYs5vtvLtLGKAfkC4ZR,810000,0.08
s8PnfKUcP8YHYYPiKwUbMVxBaUBQjkYqS18bzUbx77N,BpEXxyYnescQVAoxcRnHi3StRKFiq7u8UEGacFAvS8SB,799999.995522,0.08
4bYUZ5api1sdey97NuyE5Uv1YU6LKpbCGdfvR3xCzxDx,Exg7eyrm6fu6YEj9fa8Tcd4Em9ghFYuhSdVXWRAKHm9C,799618.90499,0.08
C1dsPvULKj6gFkkwZ7x9Tb8MBo71MD7CDsLRFJZWoi7r,2TpuLBCdXrdatxNQQuFTkesmPaCXRcistCehq3eryJJ7,791805.417061,0.08
5iNsB9SckFd2nLVPWQtP5t3Gieadkr2WA1cUo13ViFpt,HmAidE7MVNZPC7JmxcScatQZHH1rTro7EhjYH3upzTiU,782918.797057,0.08
9g9FLhwMMCpfu6MJFu1pWMshPCc1ixLnN1wEKtugADTQ,DLvuGEzhixdc5myGHy8XvQ8DwDxBimYiFsREeeWJZoAh,782767.938877,0.08
9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,GFSKoSoFQr7NbqKYek816FsQPkCzgBP7vCpcdKKCDd8r,771341.173904,0.08
2NFJWGwBan7UXvhAXhm9fbneot7it6Ab3UibdRQN66EZ,FednWG2THta3r8T6cLozuJDWT3eqefmkZfFBe5jPGZwZ,768677.970258,0.08
EAccHiggKLLA3XCVvmKLBzrcUTK9EZvd1Qce7vT1WYHQ,FmeZTj3rnMjv7QsCmkiRJbvqA9uCpHp3wMvCbc2YvNj8,764111.447026,0.08
FqHmZhqX59VBJRMhTMrcYPHoCN423EnmrioUB6RchCBM,23NT1im4eZXfaqRi45EnoDdEQFJC3pGY6sUePeehJLUD,756517.888562,0.08
6j74GT8o5E81DUGWLYe6qsK8YZEALXTzEQXzVpG5s8Z9,EU3MVFvCCN6MiXWkPjiQ5fuTgzF43hKMcCCVtQsCZkT,755873.885378,0.08
BRtj5sqPWKoySvPxBBeLFMByv244vf7cZm6rYquLwSbW,4DijGWdZjq7HU9UKJ4pqjEb5taid4Bt6h237jrjzQTNz,739117.276504,0.07
C4TMqUJdvHKFWyLAbgnkVQqju7e1PG1QxBkURTjMN775,JC2WYq2JBiRi2Q7mJojCAgJvZxBv2NJ61Df1fnZYmtGS,738148.216159,0.07
HM6nhRq86DY268KAyAKMxuTU5uxp7JwN5ubehSY8LekK,53SKYyCLxzS9zmvPK8ukCzn8SUuwbvTuBaViQ1YxgsxE,734244.331882,0.07
7t69Rdb979U22b6qhyUUr3JQVi6a36oYnZj5kitjkdGr,CDDkUFmjrYoQnNhpTjJc6W7rsRfzZfWGrxUuDjSwhCSL,731008.310614,0.07
CCvk1ffwgx8G6y1pBahzQDufp5G9UmxEJ3h8j2RcRmzg,J4zAEzTej4xsua9vnHhsLQnZyQ5UM714uBDoENzx2e8P,726712.468218,0.07
9eonDyBDZ9ZjegRk3cyDGXkMAe3Cyj1iaLr9BDeovN4c,5prn9JghfjhzH4wUKYcmND2h8wVd9bSU84tZzakp8jct,725000.081402,0.07
7js9sc2zk3MNzw9gQeBfk45XkbMCwWBaYzp6R6CYdG9s,5Pg9WqmTyzoTkutXR6t3fKAvD9ETpSL7zDP21XLHff1T,715742.556735,0.07
HLmc6RC4fRxPESCUvwuJLc6EbkAYyGhxUttMjuK9AcC9,5iBZMGz45WrdxsoiD5AeoV6VqLGHE1T747oApwGdCnNn,711594.626849,0.07
CoAvL9Jds9cEGaMigyrzfeUv2zhLXKmTurCg6ZLkoKYG,2fhKcHSqJGrvEG1a86c3YHgTtiNt3kf1wdB49btzQ5J9,701295.429373,0.07
5c332dfNmECAF4gFscKKfxVkrL1ebrqAmQLxDSCNDTJZ,3oCsGy5jNridjFmudpTj4rr6e7JA3HUcPqy4SReaee5Q,693928.558368,0.07
YfXvHwbr3jYw42TRLBVCxPxNMH5iPqPayPqqRPP3Gev,4apy8bfB5bvDURTdPgkrWCeRRmsPtyHaaxVLU5vv5rSZ,692629.997035,0.07
B2dFVNJ4HBXmzeJphNjdGAyoRk243oU5989K6SC6VTK1,2c2JLv6V7xhtLxqfwYfZgrngFnN7g2W32FW3pxx1b4Wz,689827.581518,0.07
7dRhwSGnxRZvXW7KG7a4vDGG4M4fSesVjd9GqVFZaKpX,AB8aM1yPEFQy2evg2W33y7PcJSkMEneMJTYqAJUFxZTc,683505.970846,0.07
FqT2mZixTrSqnzcAp7knUtorBdfXB8miiikKfT4Jdy8g,2ZZ6kegxrz5yTsdVjxgDBczwTL1wtSZVGwQtzJwqDPHA,670392.949583,0.07
FyQRDKDjauBh26cV1YFrPKviVrPSiX3vv6HaXFdubeyV,3VyKC4CcTqhnhy3mwuH2ZQYzuiJnb4ppT1YMpmRpxbuX,666665.999738,0.07
9fHDL3RaE8xQz3mimq993WnFC38NXuYEgETvAXRJuwUo,5g2KYoxZ4skS2ef5rgNgrA3K8ABHEzqGvXk3F4bgPtb4,665346.238451,0.07
Bd1qc5Ko2yefjoLpGarfvQP5N1yoWhrcFHsgMUK6sZQQ,4iBr8Ahso43t8n99e1nnvUS1YrP7EbgBUsCho6PbJK6U,654548.526437,0.07
27JyT7GkHqceLxBmZ6kS3jnDeq2aPbp55YKf1juNjXDA,2LJuDPU5wyoSimpQEAqEpqqecSbdYmfjfnEEWVCik6wY,651875.710641,0.07
7D2zs17Rin73bZGaQxGJxEL3Z9sPjQmQ1SotMp8jc2ZC,2AdNwhuKtoY2YYa1RQJ4LbgztZh69VbYDyfoGzYdPr6F,650000,0.07
8EJvkW5bywN9TE6ZmEQ3mjpB5EdU4p5LaKMcDUQDsQu5,46UarmeHgdxpYDdFzGsSJQsZKNP1CJSZmdZWCrLs2KyX,635827.322743,0.06
HX4gvp29Rys5JpNHeigLkhMRkV9rTX5QtzYLZuoAY3rn,6fKPHMfXgH1gTFryjXY4iEv3abjUi7m7F82CcPEku8ML,629382.683329,0.06
AHd9QMRscpixMpoQsksoCHwzpTkna7st79DuRio5R1PD,DLto7HniFVXzprg2Q41Abv7wUHnFBT79L4G7NqP9VBh9,627374.505937,0.06
2Fr3Vr6ujVi6gC3digwnB6LJBQrgux5gQPMXPEWknMH4,9enYdPKGQ1nBkgvzva5J61V7T9FKKgrB9PJ5zHqTvwtc,626825.156204,0.06
DH6Aut9kykUAEnhpYd6gEgpVqYAiWxfimt7CsQ2dto6,BWkUgFuLGYQAszLMEE8k2NPLh9MPZQp4B46j7ewqHRMN,625400.092957,0.06
EKFRTeuUU4DQ1XdWVTiHebpY4ug3eRJwbPzSi5TiL4y,2Y6CdKMef8vJZEosHFyLhL9zXBW8KGMpkdktZRLF3Ro8,623167.450248,0.06
AjgBoNuyFWjMwViTRSfS5i3xrNF6QJ2pyT1vvaZGdxdL,BAipkyGMWWw3gX7FqDsthXMNQck7ivVVM4cwqDoyJn9K,622202.538484,0.06
2MqQ8NEtNEeCu6GV4g12Vs67UvGDdc8BVtFGzCXYVSxt,Au3oJvvpriztTjia2AXMEDannt3SSGvfphzHHunpsBrY,621675.381419,0.06
4bkx6HdVvbANKioyydJQGed2UiUJVVSq26jpqwXtty3B,8MKPvuXx3eDn7913Jsuzj36kQMafkdNuKUyHS7QSytEY,605547.474002,0.06
2s7yEWS2yLhv4JwSdQALf3z1tKS7UCfABoXzVNngnz3p,9udWporj5R2DJRcoLBsjq2H4ys6tbb49UBj47P8FLAfG,605190.927198,0.06
7DznGGDyUMWzfxVbXwrvGZsCFdpjeninBQkeRutqDbG7,B3oNTxHJAdbvTo88nzvrYMyFi2hdZwebzfjhhqXJwoot,604387.125863,0.06
3CT4bF8Sfy7drbwi7ihjcbpdQdLTMFZKGUPTdG1vZ8Ve,6izebB8MeD1eftQeoMWtrNVmJ3yq2B2mopqvdRjkdRBs,602728.585892,0.06
HSFNechFEHnfoCLVwPnT62p6qt1yB2o64ZkDTnmJBtaM,9cHoBKtscJx1qGwiXpUFkV3T9Y2tMvTmMk2WXvNFZB76,600964.167852,0.06
FAii99vW1ysCeUCkVsHE9shRRrDKdtXpsJ7dzcaY8Piy,9up2FLRdYyjcirA8tdJ7xUxfofH2c6642BpvUWANm4oy,600757.602837,0.06
EGVh5riqDUCmU7ZgcRu8PmrVZffa8D83L233dpyJh87w,CDo5ZTHaHAwwtYtzkXdiEyGHaRB4U8kVr65ENLx71Rsd,600186.534883,0.06
BWpTCBPfgsfYLJeM3pXhS3Z1Mm8Rfa19E5pm6LQiCXMs,CLfaHVJQUABf7NY1jMvkjXeubF5e56A1xrCMG3SxkeEr,600000,0.06
66A9cS9arTP3V5igHhWksMbovcKksJt5XqnSU5e6oEeA,7BKHY5U2VXT8BLbKbSBvRLAcyMifwG8EWJKzRDJxngHy,600000,0.06
6WRN7h9rcPxbo8qXvNfdQHjjJpUxZ4jtD45WubnDvno1,dtnTQzaf65oXj8FdzFfPLvSCQNekgMFYJa5RkSF97He,600000,0.06
E6ZKdCpat6UcJv6muSnfKzWee6ND2pPpc1W7oDAtbPUz,9UaeCChDpCc8Txc2Pg5MyWpr9j8uxRgKJfSj52i5uj35,600000,0.06
C6cCzopXcDqX4gFfKe5X5wQ6GCSDkthz4XPLfsoTXaQi,9TufWgdBt7eKUsnupnUqFeNnkpEAqs9iiLUa47bELjQf,600000,0.06
6s81ZcNyDwMRr7eo6RXVgu4SMz73vRxVd69PUD5uCCaP,CQ924PT6v99W62eU23codyWXJmhHDahPNJewsfikvZDP,600000,0.06
3Cv9r4fYb5DyigFPLjvKYRiWpEDhfWZ3EtjVc58Mdw7u,FwfpKVEzTktARMtsPp8DAmGjDuKY69iTDMdJbL3jLXCv,600000,0.06
H8884hW144MmyKyPeC1ZVzrsaSo4WvgngQPVFJodDVV6,De5DaUvSRjpxtA6tjcFZcXz7PvuZmPyB5YoRTK8tY464,600000,0.06
72eEqpDuqrsdwbtSaNxNaMnGh4uGuHaQHdYrg6X4ARdr,HyKtP78yPz4mBnBRHaZBPVAv59y1c4ag9yyn1AKfkqej,600000,0.06
CVWsprunDCaWEDCev67JmwzCaD5FCfrJgTCu5abSPeP9,Ai7Ke6PqjRJ34XzHFGxsB7KguRzqHuy5znFVue1fG4tQ,600000,0.06
BpDnUaUzp6bi4vySdhZ6LcXb7m95ERfqquAdid4xLzWL,FHuPDjT8HundqU6RZh8xzZyae8u2NAZHULwu8yqx7131,600000,0.06
8Cfkx2hqQdzEJippNWuQdJLQa8tddxFuBJ12XnMpV6dS,5xRSSd2PdQPZswG9eJyLAafuidfEDijMitpFrC6PhnqF,600000,0.06
CeiBuVsWuevDAsd8xoe189MSvM4PuZh7mF6EGWK7SN9p,7kxWr9nQYsbqdqGM9j4dDvwJ4G5t6Lr2d2s8i8FkGy5,600000,0.06
27TRtBCA2zVqRJKCH47FyBD4615acnVqAEgZmaNQN42h,8Nzgy1NEB9pWUL4dciCp1REW9X2TSL68iZGv2NdeyFnb,600000,0.06
2rJd9kaB5tqZMHyQK35dFQsXaLcpmoP2dCCsSWjtUTwz,8ykPgczhLiUBUaAtuaS7YR2riDcScBaoP1jU8pQWMmzs,600000,0.06
6FaGAiA2UxZfdEgKbgQERF6Y8ifHcu7Udz4zK21NqtQ7,7orwurym9hfUZeW3cHRRPGmbgyBeUnHVdpaaRNUxT5YY,600000,0.06
EjDZZmBvo6i3x15W16yNBUz9XW3wB1ffURCz8p9fwnq1,A85NtqevAWha6sZR89cVdNkMLTJGiVzcNjUMNYocgRgo,600000,0.06
Eb6z3D9pJgKkmXEsXZt4ynJvMBy1mxCQD6pkAJPWjnTE,CY5fPNTWJWv53jYJ1mm2vyBDdgn9jXoFxXkeRanzhbyZ,600000,0.06
GRADtKAmaZrKP9fNNQqZWFFPDfrMXFDxa49YbXH9Rt13,HMfwU7EMzq513amePaKsXqwnczcVrmseoQGjwsD9Y3oA,600000,0.06
H3prTUZG9mMWaKvxJeNhVtMG9JF9v4jSbVq9YvjYvUo9,HZBmNp1n5wmeEzkHb5Qs2RNgESJrNx2aey7zRkfviD54,600000,0.06
2rrKArh9H4c5Lwj6Zotx1LnRrnVw868vXEUYyTFENfZy,DK2CRGPHqi1oMbbQABbmVnzMLK1WPxhYeiruo52ZRgxN,600000,0.06
FKnheJhWwxWVutQFjnLXYU1pV42hxTA1iziaiX6pPYdE,3Nkt4RNfoCnU1PWkcffZnFP7PUV9MfpyyqN5FrF7D6i2,600000,0.06
Hah1wzxYVUAB4AWBs4a8xbp7RDypNQqurChzj6eGCqNF,H7XS8y894yCTiZUqHBrxsaVvd2HsmR4PMs26qWKiaXKS,600000,0.06
7uZXbjQ4W7S1HpkyjB38bqEkLKk1Ckd67dbC73XFB9L4,96eqzSU5XaHPSDC7k6bV6ZA6KqaGqAj4yBxuVvVSeG65,600000,0.06
C2K4QYUzhkn2JGVqWZkP6DoqsRREuTtink6JQKHnPRqp,5iAfJJKBkCurVHcC5suhUMyWXZhdugBuKrPPFoekMuzf,600000,0.06
FEW9eQkhEAX3PkUS6B6uCo2LrQZZrDiU17jUubCm2TCK,9DpqAw3nbHS1McLKduuP3PjtJARVroXVU8gRQ4rbWRgE,600000,0.06
789AYufgQkxTLwTxHJcPj4JLX9NAVQhZuVNajyXQ4z9Q,FNTL97weLEznZbf5AikeebqekZEs3R5cHMofwKrHnd2Q,600000,0.06
B1ospCBAxRcZgQfzHmLEtmdkxKD5c16UAQ4JGwmExcpo,Gx2hTQRt8C46LJwb1zTqUsCEbSsRPMNVkVJjvhaGsVUL,600000,0.06
E66tiHFjkPRLrpQqHdiGHj7RuzaTbXGkykW65ARubHD7,FYC96kay4vhkLzEmX4S4yzRzRofp7q83j67KjBLrBPW7,600000,0.06
HgAmuV8C4BPXA1WkF3XdNdA1JyLUNK7Z5mnH6bGEbvV8,6ruMGp4qVpEMCRWpG1rF8vuGfDAa8f9TX72Mn6LX4vDH,600000,0.06
BZCkc6JbUNtWVpQVqnEnPK4XZcfnfCzfXKrwEZ6TH1BK,2GshvBrAwMchRCeWqgcFMwA9AmUkWLMXemzCBJ8nneLV,600000,0.06
7tGryCspLdYSJRYw36U2xqAWQwuUWYQRXAJ6By669rXC,3gFtfX4MhVaZvz2uyXfU9JkWcvbCH58Z2ZjvWUegHeWP,600000,0.06
BeDU5ta98pkDAvBECeUU6fTD27km5WZKhgwyHTLp5F9K,Cy3bsbzoRf7ewZfqcp2idwwmgTVY57v1BdgbGCWwcaj4,600000,0.06
FCamUEkqSS1fw7Pyvoo2Hkc1KTrWusBzgPS2EKwWfRYm,bri2yUekUiVDBCYsiaYkArgweQBgbnTZpY2ocUYBhAz,600000,0.06
8shEY9L6rhEbT9eC3KjJeQ9QN3h8QfH2ojwzE8PvcqYZ,7vD6b5sGdkoUV89biZ8nQDfJtWejmgtp5VhYC4TwQKFv,600000,0.06
67R9ExZMZfzWsewuoRUWD1NuZGwzvGUiw6Tv3GWHAh8D,7Cv2vNWfdvHRfbAAqmAXc8Y99ZKk3VDQFDcaDJsgQLAd,600000,0.06
CkV5rhJfv2vRdsaTBLS4CYJ3F5NGBbbKAtjmNQnYcDbx,8X6geZkGzPcXgAyoGyqKLaCmxfzdzPqUAQfvtkm8ejQn,600000,0.06
H5YSaUMDUzd5QUPs6G4MiK9NFwNTzNt8d7PyVhEE8oZt,DTteFFe8N4Rhrb7TTA5DPnD3Q5JDbnNqsGqYZLXTo89x,600000,0.06
7Q3fi4JESUbT4E6jmwMn8zMbQibJX4wPhHiBTQB9bpTx,CtRw7xJHazYgmgA9Mjji7e3QH9k7pQVBuVgx2BhPVkJp,600000,0.06
2kJcDJwGyTrF4GiSpiBY9dWGgyk4hDqHGeUqRrFzC7VA,EBcigdP3iYoaT1FAD8hzbVTtuvW2yuvMPXrsdN8XsApQ,600000,0.06
CKKjxbkkD6oRjo6PYWWLstwK2MYcDtB5rQ6heV17Jqx9,Ff19dUBMQZAoiTHA22AzBhFdzNrxSC9RpLC9azy33MFq,600000,0.06
GTs1UvgbZv4D1Vf8ioRnC7JhGhhCJip2DhV8h8XThq8W,BMWMVwwmXtmeypi7jTYgzan5nd25UG3Za2FspsEsxQ7g,600000,0.06
Hn9eUwwNkdfbML2Up6P9q8hbgbLbA9kX7JRMFqXmTDM,FnQPBpAHax9PtUGHo5u39RMXbXZMuPNQsv3PVaBQzQ3U,600000,0.06
4mqRkgRH1cWFH6iaXGhyALfaivHkxq9CMcEokhB4zPoH,HbxacdgHBDwcwVdPy4bahXfPXzDVkatPD5udiCvBSWbj,600000,0.06
HawfigpEeMhczpDr71qtnFmymr2UMXnbTEGz3W88JVkh,4t28xAoSb3wV1RcfqEZSdLUjLmVV8gWsh3X924xSJMWe,600000,0.06
4ZdxSjRHeUC95sXZ6z5NQHbUJ82YVJmiatcPg4VJ4L3F,FUq26KtTLJRofkpWMmXP81pDKCKXA26Bzi4j5jS8SKkn,600000,0.06
82tcCKuJkTCqoFHLugLtUFvxoUagezxsRais72tE1ERg,AePaUnzgxCPszLeydDx9FkL5v9SqNomiJCauXrkQCLuZ,600000,0.06
7Et36GyEoFTY38sEHCgutS8meBNGT4y9FokgDGAMht1H,EMbTsZec4sHXLg1twU3zTvi7cyjxripg17NYGH2rBeV5,600000,0.06
27TmzK5XB89aGpkBpEJtZYCZ9NnMaap1HvxHF8fBfwG4,6WuRTv7Ngy8i91tGXeGp9LPL1Rm5rAt3zpNmgT7ieJsT,600000,0.06
44aHVnnQP7K1MjHQmo5txtpTejCK23VwFhxNUgEy1LCg,2vmARs7LqNsnYQsxD9U84kGviUwPkjLmuHFtDTGSUP7q,600000,0.06
71UCxrHPmrYx26oXe5M8iFf19qL3oVFvdbzv9kDzfEWR,DmXq24dXv57rJZK1DK5bqQKgcJgshcZhoxWfVirBpDXK,599866.864532,0.06
Bj24qHsb5AcVmZJfhuEkcoY6aNQ8LVVbEd8ZKCBDVxwF,5A4x1pLMWZ1kD7ucmsy1TN9Vy9MVwuRuktDkdub1WBhY,598794.538859,0.06
3WqyZ2NvkReonbDAxQ593PGzgeTtQc6sLr9SXXaqXXR3,vtSutRw1n8hWhTFgsDdtJVEmRdNeVsVwhbMkNavB5ft,596968.541611,0.06
GGhXUVBcmMmxmDgont2Hg3qZLwxQ3GWCnQZj3Gzit21w,EpUwgH7cpZDDPaTjjZszJ44PZKJKKFkyvbdYZPYiNrPe,596501.585532,0.06
8Dn4b4RCy8s6L3fKEJrLm8pZDJraeJsRxiDJThp9BczR,EyWcsU3n5fFbD8DShUymCQUGumjsLgKACFGsaS8jBM7m,594640.165656,0.06
8oE9tLCksjxLBkpSsprFxQAufFTgGSo6kQe1cjWPmB9G,5bryM46TTUtL4z2ApoQ5MoPgzsmpRzfqRJi16wCeYCc7,590053.264893,0.06
26VJnf7FgECXq3ziHS3xFGtjA8FNsekxDvftTWpGtvXU,AivHbJDo67hgQSwTHBNS47DzxenQYENW4XmyPGvvPGRH,586740.680943,0.06
FcH9X4WtgZeJ6dkDgBehfzoxAoDg8XgjpxNg8u9JZrTk,9WuSfBtwiAVkoNfRqsyEugks2AHfZowtjMMFzeixunEo,580291.5143,0.06
4mCvKnc9CxyxRhDVR89nxtZhEcV2zvvjVNmEaeV6hTRE,CtfzKY8YNUhY4URjvXRcHgHTfJAHbWtbPhjLECqg7JgL,579746.939284,0.06
CeLKp5XB4eydanUsqaP8r85dmQ8SWPKvtAZLpfRUMSct,5jV4AEicXmD5QqatCRKyq9De5TnBJWMvwNu6U3u1Q4ts,578401.737872,0.06
A4DRWi4xNb3Qxbsw3Myrwa1RqCoxjiPgAi4UGiacy9at,79Qw5ThPoNSWRPaTgTbGbDhMKvrn5bfHhB3MfHp6v4kv,575754.107325,0.06
6csjRHfyo4dxHCu1jnfM8y9eLGCoMgc7HrVrqP72iy8Y,9jPQJYJSDE5bfAPD2RULJhep72gctWJPkDJuVFBo818B,573718.346753,0.06
F6GqDU2KZUZ9wCzJFUxRer8GAD7TbqHMJoRumErGvwKv,HHAs9qvZDUP5yCyYcdvCjAFzBpZinamhcyuf7jc7matJ,571856.131927,0.06
AXtXBksmak9XEYsVwzfpQXaEHtd8P3rGM6AzwnqEMn38,F4WsPVjan5zfpnERwYjdTC4N2pQTdaS7PHXTyr7Qmd6X,569808.51183,0.06
BVUXrXGBzMn7EvZ7KHHQ7fGUBvvoViEbTUSJfEo4BuVp,5Z8zh5vtSRWpwwXtLvd9CeTz38yT1YESmhZN1gbaCKre,568695.504514,0.06
3L6ALRLKHPEyWxgRis5UWfBU4tMXGxSZ4GZN18vEdEJG,FP7FdADznuaygjk5SP5t94TpHgLvuHoLihhKgcA1ZuNM,565000,0.06
6FNTVs6MiuF3S4CmfhWBRoWeJ7oQC6fQiJeSYnTortnD,9cJEU3pcTzLdyLGXaHPxVBkWhQ2xP4QxE45KU17YAfSj,563689.140605,0.06
12E3mh8xELaneyt4FJvXp2FSDdrsk3FLdgKHV3Y9uiCs,EujBcrv69rDmWjoRF58WZJQYRLx5qXrnSvHhZFpqwfAW,557986.981222,0.06
HXQwAadrtUHSacE4aJh8FBPAH4oDTenZjQzw5w69RyXp,Bjcudczcp7iBjx5Ez18SBbyfBtrf3SycU1AzZ4WnLeqZ,551225.360915,0.06
8bw1WmGDSgF2jiUevc1q5fu1LZp9BjAEdwNZapsStghm,7VxT3atyWaVfQizgT9Kq3S3cWj9oEpvD7HrCudr6kvWs,549838.526654,0.05
uk9vBMRx71qx3a4N1yowgSaMYEDfUJuwsbZMLsFpXYk,FXDbV28QJjQqv7NcAArEuCiHxZnALZ4E3LMzM1HmMJUz,545761.903593,0.05
8Sa6ADAAKifwXvAVPcXnBwZnK83JRRinvZLVBd8EKR3n,7YQbvWcGo5op9Nw5cDaM9fyueqiRGaXewtjJY3Rc8QwN,545035.04995,0.05
